Day,Len,State,EV,Dem,GOP,Ind,Date,,,,,,,,Pollster
108.5,6,Wisconsin,10,43,40,,Apr 20,,,,,,,,Ipsos-6
 86.5,6,Wisconsin,10,48,45,,Mar 29,,,,,,,,Marquette Law School-6
 81.0,9,Wisconsin,10,45,45,,Mar 25,,,,,,,,Baldwin Wallace U.-9
 70.5,2,Wisconsin,10,48,45,,Mar 11,,,,,,,,PPP-2
 67.0,3,Wisconsin,10,44,42,,Mar 08,,,,,,,,YouGov-3
 52.0,5,Wisconsin,10,46,46,,Feb 23,,,,,,,,Marquette Law School-5
 46.5,10,Wisconsin,10,45,43,,Feb 20,,,,,,,,YouGov-10
 46.0,7,Wisconsin,10,42,49,,Feb 18,,,,,,,,Quinnipiac U.-7
 43.0,13,Wisconsin,10,42,44,,Feb 18,,,,,,,,Expedition Strategies-13
 10.0,5,Wisconsin,10,49,45,,Jan 12,,,,,,,,Marquette Law School-5
  6.5,4,Wisconsin,10,46,41,,Jan 08,,,,,,,,Fox News-4
312.0,1,Wyoming,3,27,70,,Nov 07,,,,,,,,Election 2020-1
292.0,21,Wyoming,3,31,59,,Oct 28,,,,,,,,U. of Wyoming-21
